0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	25
26	26
27	27
28	28
29	29
30	30
31	31
32	32
33	33
34	34
35	35
36	36
37	37
38	37
39	37
40	38
41	39
42	40
43	41
44	42
45	43
46	44
47	45
48	46
49	46
50	47
51	48
52	48
53	49
54	50
55	51
56	52
57	53
58	54
59	54
60	55
61	56
62	57
63	58
64	59
65	60
66	61
67	62
68	63
69	64
70	65
71	65
72	66
73	66
74	66
75	66
76	65
77	66
78	67
79	68
80	69
81	70
82	70
83	71
84	71
85	72
86	73
87	73
88	73
89	73
90	73
91	73
92	73
93	74
94	75
95	76
96	77
97	77
98	78
99	79
100	80
101	81
102	82
103	83
104	84
105	85
106	86
107	86
108	86
109	86
110	87
111	87
112	88
113	89
114	90
115	91
116	91
117	92
118	93
119	94
120	95
121	94
122	95
123	96
124	97
125	97
126	98
127	99
128	100
129	100
130	101
131	102
132	103
133	102
134	103
135	103
136	103
137	104
138	104
139	105
140	106
141	106
142	106
143	107
144	107
145	108
146	108
147	108
148	109
149	109
150	110
151	110
152	110
153	110
154	110
155	111
156	111
157	112
158	113
159	114
160	115
161	116
162	116
163	117
164	118
165	118
166	119
167	120
168	121
169	122
170	123
171	123
172	122
173	123
174	122
175	123
176	124
177	124
178	124
179	124
180	124
181	124
182	124
183	125
184	124
185	125
186	125
187	125
188	125
189	126
190	127
191	127
192	128
193	128
194	129
195	129
196	129
197	130
198	130
199	131
200	131
201	132
202	132
203	133
204	133
205	133
206	134
207	135
208	135
209	136
210	137
211	137
212	137
213	138
214	138
215	139
216	139
217	140
218	140
219	141
220	141
221	140
222	141
223	140
224	140
225	140
226	141
227	142
228	143
229	144
230	145
231	145
232	145
233	145
234	146
235	146
236	146
237	147
238	148
239	148
240	149
241	150
242	151
243	152
244	153
245	152
246	151
247	150
248	150
249	150
250	150
251	150
252	150
253	150
254	151
255	151
256	150
257	150
258	150
259	150
260	150
261	150
262	150
263	151
264	150
265	149
266	150
267	150
268	150
269	150
270	149
271	148
272	148
273	147
274	148
275	149
276	149
277	149
278	149
279	149
280	149
281	148
282	148
283	149
284	150
285	151
286	151
287	151
288	151
289	151
290	152
291	152
292	153
293	153
294	154
295	153
296	154
297	154
298	154
299	154
300	154
301	154
302	155
303	156
304	156
305	156
306	156
307	156
308	157
309	157
310	158
311	158
312	158
313	159
314	160
315	160
316	161
317	161
318	161
319	160
320	161
321	161
322	162
323	163
324	164
325	165
326	165
327	165
328	166
329	166
330	166
331	167
332	166
333	166
334	166
335	166
336	167
337	167
338	168
339	168
340	168
341	168
342	167
343	167
344	166
345	165
346	165
347	165
348	166
349	166
350	167
351	167
352	167
353	167
354	167
355	168
356	168
357	168
358	169
359	170
360	171
361	171
362	172
363	172
364	172
365	172
366	173
367	173
368	174
369	174
370	174
371	175
372	176
373	175
374	174
375	175
376	175
377	176
378	176
379	176
380	177
381	177
382	178
383	178
384	178
385	179
386	179
387	180
388	180
389	180
390	179
391	179
392	179
393	179
394	179
395	178
396	178
397	178
398	179
399	179
400	179
401	178
402	178
403	177
404	178
405	177
406	178
407	178
408	179
409	180
410	181
411	181
412	181
413	181
414	182
415	181
416	180
417	180
418	179
419	178
420	177
421	177
422	177
423	178
424	179
425	179
426	180
427	181
428	181
429	182
430	183
431	182
432	182
433	182
434	183
435	183
436	184
437	183
438	182
439	182
440	181
441	182
442	182
443	183
444	182
445	182
446	182
447	182
448	182
449	182
450	182
451	182
452	181
453	180
454	180
455	180
456	181
457	182
458	183
459	183
460	184
461	184
462	184
463	184
464	185
465	184
466	184
467	184
468	185
469	185
470	185
471	186
472	186
473	187
474	188
475	188
476	188
477	189
478	189
479	190
480	190
481	190
482	190
483	190
484	189
485	190
486	190
487	190
488	189
489	189
490	189
491	189
492	190
493	191
494	191
495	190
496	191
497	191
498	192
499	192
500	193
501	193
502	193
503	192
504	193
505	192
506	193
507	193
508	193
509	193
510	192
511	192
512	192
513	193
514	193
515	194
516	195
517	196
518	195
519	195
520	195
521	194
522	193
523	192
524	191
525	192
526	192
527	192
528	192
529	192
530	192
531	193
532	194
533	193
534	193
535	194
536	194
537	195
538	194
539	194
540	193
541	194
542	193
543	193
544	193
545	193
546	192
547	193
548	192
549	192
550	193
551	192
552	192
553	192
554	192
555	191
556	191
557	190
558	189
559	188
560	188
561	188
562	187
563	187
564	187
565	187
566	187
567	186
568	186
569	186
570	185
571	185
572	185
573	185
574	184
575	184
576	184
577	184
578	184
579	185
580	186
581	186
582	185
583	185
584	185
585	185
586	186
587	186
588	186
589	185
590	185
591	186
592	185
593	186
594	187
595	186
596	187
597	186
598	186
599	187
600	187
601	188
602	188
603	187
604	186
605	186
606	187
607	186
608	185
609	186
610	187
611	186
612	186
613	186
614	186
615	186
616	186
617	187
618	187
619	187
620	186
621	185
622	184
623	183
624	184
625	185
626	186
627	186
628	187
629	186
630	185
631	184
632	183
633	183
634	183
635	183
636	184
637	184
638	184
639	185
640	184
641	185
642	185
643	184
644	183
645	183
646	182
647	181
648	181
649	182
650	182
651	182
652	181
653	181
654	181
655	181
656	182
657	183
658	183
659	182
660	182
661	182
662	183
663	183
664	184
665	184
666	185
667	184
668	185
669	185
670	186
671	185
672	186
673	186
674	185
675	185
676	185
677	185
678	184
679	184
680	185
681	184
682	185
683	184
684	184
685	183
686	182
687	183
688	183
689	184
690	183
691	184
692	184
693	183
694	183
695	184
696	183
697	183
698	183
699	182
700	182
701	181
702	182
703	183
704	182
705	182
706	181
707	181
708	181
709	180
710	181
711	181
712	180
713	180
714	179
715	178
716	179
717	179
718	178
719	179
720	179
721	179
722	180
723	179
724	178
725	177
726	176
727	176
728	176
729	176
730	175
731	176
732	175
733	174
734	175
735	174
736	173
737	174
738	174
739	174
740	173
741	174
742	173
743	174
744	174
745	173
746	173
747	174
748	174
749	173
750	172
751	171
752	170
753	169
754	168
755	169
756	168
757	168
758	167
759	166
760	165
761	165
762	165
763	166
764	165
765	165
766	166
767	166
768	167
769	168
770	167
771	167
772	168
773	167
774	166
775	166
776	167
777	166
778	167
779	166
780	166
781	166
782	166
783	165
784	164
785	163
786	162
787	163
788	162
789	161
790	160
791	159
792	158
793	157
794	157
795	156
796	155
797	155
798	155
799	155
800	154
801	153
802	152
803	153
804	153
805	152
806	151
807	151
808	151
809	150
810	149
811	150
812	149
813	148
814	147
815	147
816	147
817	148
818	147
819	146
820	145
821	145
822	145
823	146
824	145
825	144
826	145
827	146
828	147
829	147
830	148
831	149
832	148
833	147
834	148
835	147
836	146
837	146
838	146
839	146
840	145
841	144
842	143
843	142
844	142
845	141
846	141
847	140
848	141
849	141
850	142
851	143
852	143
853	143
854	143
855	142
856	142
857	142
858	142
859	142
860	142
861	143
862	144
863	143
864	143
865	143
866	142
867	141
868	142
869	141
870	140
871	140
872	139
873	140
874	140
875	140
876	140
877	141
878	140
879	139
880	139
881	139
882	138
883	138
884	139
885	138
886	137
887	136
888	135
889	134
890	133
891	132
892	133
893	132
894	133
895	134
896	133
897	133
898	134
899	134
900	135
901	134
902	133
903	132
904	133
905	134
906	133
907	132
908	131
909	131
910	130
911	130
912	131
913	132
914	131
915	130
916	130
917	129
918	130
919	129
920	129
921	130
922	129
923	130
924	129
925	128
926	127
927	128
928	127
929	127
930	126
931	125
932	125
933	126
934	125
935	124
936	123
937	123
938	122
939	121
940	121
941	120
942	119
943	118
944	117
945	116
946	115
947	115
948	114
949	113
950	114
951	115
952	114
953	113
954	112
955	111
956	110
957	109
958	108
959	107
960	106
961	105
962	104
963	104
964	103
